##sequence-region NODE_32_length_88662_cov_470.213076_18 1 199
NODE_32_length_88662_cov_470.213076_71	CDD	protein_match	772	894	1.51862E-56	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_71 772 894;ID=match$1840_772_894;signature_desc=CBM6_xylanase-like;Name=cd04084;status=T
##sequence-region NODE_32_length_88662_cov_470.213076_3 1 144
NODE_32_length_88662_cov_470.213076_3	.	polypeptide	1	144	.	+	.	ID=NODE_32_length_88662_cov_470.213076_3;md5=26549185a801e5d28198d5585f05a531
NODE_32_length_88662_cov_470.213076_3	Hamap	protein_match	2	98	24.483	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_3 2 98;ID=match$2360_2_98;signature_desc=UPF0251 protein <locus_tag>.;Name=MF_00674;status=T;Dbxref="InterPro:IPR002852"
NODE_32_length_88662_cov_470.213076_3	Pfam	protein_match	3	95	9.2E-20	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_3 3 95;ID=match$2361_3_95;signature_desc=Protein of unknown function  DUF134;Name=PF02001;status=T;Dbxref="InterPro:IPR002852"
##sequence-region NODE_32_length_88662_cov_470.213076_19 1 113
NODE_32_length_88662_cov_470.213076_19	.	polypeptide	1	113	.	+	.	ID=NODE_32_length_88662_cov_470.213076_19;md5=215646db0276ce3fd3ff22fb9096dbad
NODE_32_length_88662_cov_470.213076_19	Hamap	protein_match	11	105	22.486	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_19 11 105;ID=match$2536_11_105;signature_desc=Nucleoid-associated protein YbaB [ybaB].;Name=MF_00274;status=T;Dbxref="InterPro:IPR004401"
NODE_32_length_88662_cov_470.213076_19	Pfam	protein_match	18	106	2.6E-36	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_19 18 106;ID=match$2537_18_106;signature_desc=YbaB/EbfC DNA-binding family;Name=PF02575;status=T;Dbxref="InterPro:IPR004401"
NODE_32_length_88662_cov_470.213076_19	TIGRFAM	protein_match	11	112	5.8E-29	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_19 11 112;ID=match$2538_11_112;signature_desc=DNA_YbaB_EbfC: DNA-binding protein, YbaB/EbfC family;Name=TIGR00103;status=T;Dbxref="InterPro:IPR004401"
##sequence-region NODE_32_length_88662_cov_470.213076_70 1 503
NODE_32_length_88662_cov_470.213076_70	.	polypeptide	1	503	.	+	.	ID=NODE_32_length_88662_cov_470.213076_70;md5=0897a9291e00d443cdf2e187d38a6493
NODE_32_length_88662_cov_470.213076_70	Pfam	protein_match	303	424	4.3E-46	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_70 303 424;Ontology_term="GO:0030246";ID=match$2842_303_424;signature_desc=Carbohydrate binding module (family 6);Name=PF03422;status=T;Dbxref="InterPro:IPR005084"
NODE_32_length_88662_cov_470.213076_70	CDD	protein_match	439	495	1.89366E-21	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_70 439 495;ID=match$2843_439_495;signature_desc=Dockerin_I;Name=cd14256;status=T
NODE_32_length_88662_cov_470.213076_70	Pfam	protein_match	441	461	8.0E-7	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_70 441 461;Ontology_term="GO:0000272","GO:0004553";ID=match$2844_441_461;signature_desc=Dockerin type I repeat;Name=PF00404;status=T;Dbxref="InterPro:IPR002105"
NODE_32_length_88662_cov_470.213076_70	Pfam	protein_match	475	495	1.5E-6	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_70 475 495;Ontology_term="GO:0000272","GO:0004553";ID=match$2844_475_495;signature_desc=Dockerin type I repeat;Name=PF00404;status=T;Dbxref="InterPro:IPR002105"
NODE_32_length_88662_cov_470.213076_70	Pfam	protein_match	58	199	8.2E-19	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_70 58 199;ID=match$2845_58_199;signature_desc=Putative esterase;Name=PF00756;status=T;Dbxref="InterPro:IPR000801","Reactome:R-HSA-156590"
NODE_32_length_88662_cov_470.213076_70	CDD	protein_match	300	422	1.06896E-62	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_70 300 422;ID=match$2846_300_422;signature_desc=CBM6_xylanase-like;Name=cd04084;status=T
##sequence-region NODE_32_length_88662_cov_470.213076_39 1 111
NODE_32_length_88662_cov_470.213076_39	.	polypeptide	1	111	.	+	.	ID=NODE_32_length_88662_cov_470.213076_39;md5=0f7f811b742c787f9f008ac1cd99f190
NODE_32_length_88662_cov_470.213076_39	CDD	protein_match	3	102	7.26252E-26	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_39 3 102;ID=match$2871_3_102;signature_desc=STAS_anti-anti-sigma_factors;Name=cd07043;status=T
NODE_32_length_88662_cov_470.213076_39	TIGRFAM	protein_match	1	105	3.8E-26	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_39 1 105;Ontology_term="GO:0006355","GO:0045152";ID=match$2872_1_105;signature_desc=ant_ant_sig: anti-anti-sigma factor;Name=TIGR00377;status=T;Dbxref="InterPro:IPR003658"
NODE_32_length_88662_cov_470.213076_39	Pfam	protein_match	3	107	4.2E-20	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_39 3 107;ID=match$2873_3_107;signature_desc=STAS domain;Name=PF01740;status=T;Dbxref="InterPro:IPR002645"
##sequence-region NODE_32_length_88662_cov_470.213076_62 1 138
NODE_32_length_88662_cov_470.213076_62	.	polypeptide	1	138	.	+	.	ID=NODE_32_length_88662_cov_470.213076_62;md5=f5e02992ca67612ed72c670b5741539e
NODE_32_length_88662_cov_470.213076_62	Pfam	protein_match	1	102	1.2E-35	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_62 1 102;Ontology_term="GO:0003697";ID=match$3180_1_102;signature_desc=Single-strand binding protein family;Name=PF00436;status=T;Dbxref="InterPro:IPR000424","Reactome:R-HSA-2151201"
NODE_32_length_88662_cov_470.213076_62	CDD	protein_match	4	102	9.07785E-41	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_62 4 102;Ontology_term="GO:0003697";ID=match$3181_4_102;signature_desc=SSB_OBF;Name=cd04496;status=T;Dbxref="InterPro:IPR000424","Reactome:R-HSA-2151201"
NODE_32_length_88662_cov_470.213076_62	TIGRFAM	protein_match	1	112	1.3E-34	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_62 1 112;Ontology_term="GO:0003697","GO:0006260";ID=match$3182_1_112;signature_desc=ssb: single-stranded DNA-binding protein;Name=TIGR00621;status=T;Dbxref="InterPro:IPR011344","Reactome:R-HSA-2151201"
NODE_32_length_88662_cov_470.213076_62	Hamap	protein_match	1	107	32.047	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_62 1 107;Ontology_term="GO:0003697","GO:0006260";ID=match$3183_1_107;signature_desc=Single-stranded DNA-binding protein.;Name=MF_00984;status=T;Dbxref="InterPro:IPR011344","Reactome:R-HSA-2151201"
##sequence-region NODE_32_length_88662_cov_470.213076_36 1 40
NODE_32_length_88662_cov_470.213076_36	.	polypeptide	1	40	.	+	.	ID=NODE_32_length_88662_cov_470.213076_36;md5=be8928db266578060958d23cc5e79acb
NODE_32_length_88662_cov_470.213076_36	TIGRFAM	protein_match	3	40	6.2E-16	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_36 3 40;ID=match$3397_3_40;signature_desc=quorum_AgrD: cyclic lactone autoinducer peptide;Name=TIGR04223;status=T;Dbxref="InterPro:IPR009229"
##sequence-region NODE_32_length_88662_cov_470.213076_11 1 160
NODE_32_length_88662_cov_470.213076_11	.	polypeptide	1	160	.	+	.	ID=NODE_32_length_88662_cov_470.213076_11;md5=dfd4f1cc97e59bb080af660f8353fd77
NODE_32_length_88662_cov_470.213076_11	Pfam	protein_match	35	159	2.2E-13	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_11 35 159;ID=match$5576_35_159;signature_desc=Predicted permease;Name=PF03773;status=T;Dbxref="InterPro:IPR005524"
##sequence-region NODE_32_length_88662_cov_470.213076_22 1 113
NODE_32_length_88662_cov_470.213076_22	.	polypeptide	1	113	.	+	.	ID=NODE_32_length_88662_cov_470.213076_22;md5=4d0e6c61c8e422677c16ebf89e2c7204
NODE_32_length_88662_cov_470.213076_22	Pfam	protein_match	18	109	1.3E-34	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_22 18 109;ID=match$6063_18_109;signature_desc=Copper amine oxidase N-terminal domain;Name=PF07833;status=T;Dbxref="InterPro:IPR012854"
##sequence-region NODE_32_length_88662_cov_470.213076_43 1 378
NODE_32_length_88662_cov_470.213076_43	.	polypeptide	1	378	.	+	.	ID=NODE_32_length_88662_cov_470.213076_43;md5=83652920c5ec91ab88c365d92f3661a9
NODE_32_length_88662_cov_470.213076_43	Pfam	protein_match	36	122	1.3E-8	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_43 36 122;ID=match$6899_36_122;signature_desc=PAS domain;Name=PF13426;status=T;Dbxref="InterPro:IPR000014"
NODE_32_length_88662_cov_470.213076_43	Pfam	protein_match	185	376	1.1E-35	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_43 185 376;Ontology_term="GO:0003824";ID=match$6900_185_376;signature_desc=Stage II sporulation protein E (SpoIIE);Name=PF07228;status=T;Dbxref="InterPro:IPR001932","KEGG:04658+3.1.3.16","KEGG:04660+3.1.3.16"
NODE_32_length_88662_cov_470.213076_43	TIGRFAM	protein_match	21	129	1.4E-8	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_43 21 129;ID=match$6901_21_129;signature_desc=sensory_box: PAS domain S-box protein;Name=TIGR00229;status=T;Dbxref="InterPro:IPR000014"
##sequence-region NODE_32_length_88662_cov_470.213076_9 1 277
NODE_32_length_88662_cov_470.213076_9	.	polypeptide	1	277	.	+	.	ID=NODE_32_length_88662_cov_470.213076_9;md5=359b037a486e0f18d9dc885e40cf8a3e
NODE_32_length_88662_cov_470.213076_9	Pfam	protein_match	29	270	4.1E-93	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_9 29 270;ID=match$7066_29_270;signature_desc=NUBPL iron-transfer P-loop NTPase;Name=PF10609;status=T;Dbxref="InterPro:IPR033756"
NODE_32_length_88662_cov_470.213076_9	CDD	protein_match	32	239	2.2588E-85	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_9 32 239;ID=match$7067_32_239;signature_desc=MRP-like;Name=cd02037;status=T;Dbxref="InterPro:IPR019591"
NODE_32_length_88662_cov_470.213076_9	Hamap	protein_match	24	270	34.922	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_9 24 270;ID=match$7068_24_270;signature_desc=Iron-sulfur cluster carrier protein.;Name=MF_02040;status=T;Dbxref="InterPro:IPR019591"
##sequence-region NODE_32_length_88662_cov_470.213076_28 1 172
NODE_32_length_88662_cov_470.213076_28	.	polypeptide	1	172	.	+	.	ID=NODE_32_length_88662_cov_470.213076_28;md5=f64de184bb7ad20c2c9f060871b15a6f
NODE_32_length_88662_cov_470.213076_28	Pfam	protein_match	30	170	2.2E-14	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_28 30 170;Ontology_term="GO:0000271","GO:0006810","GO:0016021";ID=match$8383_30_170;signature_desc=GtrA-like protein;Name=PF04138;status=T;Dbxref="InterPro:IPR007267"
##sequence-region NODE_32_length_88662_cov_470.213076_58 1 929
NODE_32_length_88662_cov_470.213076_58	.	polypeptide	1	929	.	+	.	ID=NODE_32_length_88662_cov_470.213076_58;md5=9c266b9d94225607a52f5734ed028c1b
NODE_32_length_88662_cov_470.213076_58	Pfam	protein_match	211	387	1.7E-37	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_58 211 387;ID=match$8545_211_387;signature_desc=Phosphodiester glycosidase;Name=PF09992;status=T;Dbxref="InterPro:IPR018711"
##sequence-region NODE_32_length_88662_cov_470.213076_49 1 67
NODE_32_length_88662_cov_470.213076_49	.	polypeptide	1	67	.	+	.	ID=NODE_32_length_88662_cov_470.213076_49;md5=42afdbecbff955eaee0ed2e8446c92b7
NODE_32_length_88662_cov_470.213076_49	Pfam	protein_match	1	64	2.1E-33	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_49 1 64;Ontology_term="GO:0003735","GO:0005622","GO:0005840","GO:0006412";ID=match$8636_1_64;signature_desc=Ribosomal protein L31;Name=PF01197;status=T;Dbxref="InterPro:IPR002150"
NODE_32_length_88662_cov_470.213076_49	Hamap	protein_match	1	67	29.63	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_49 1 67;Ontology_term="GO:0003735","GO:0005622","GO:0005840","GO:0006412";ID=match$8637_1_67;signature_desc=50S ribosomal protein L31 [rpmE].;Name=MF_00501;status=T;Dbxref="InterPro:IPR027491"
NODE_32_length_88662_cov_470.213076_49	TIGRFAM	protein_match	1	65	7.0E-32	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_49 1 65;Ontology_term="GO:0003735","GO:0005622","GO:0005840","GO:0006412";ID=match$8638_1_65;signature_desc=L31: ribosomal protein bL31;Name=TIGR00105;status=T;Dbxref="InterPro:IPR002150"
##sequence-region NODE_32_length_88662_cov_470.213076_72 1 533
NODE_32_length_88662_cov_470.213076_72	.	polypeptide	1	533	.	+	.	ID=NODE_32_length_88662_cov_470.213076_72;md5=ac0f43d6a1bd07477ccddbda8ba3c770
NODE_32_length_88662_cov_470.213076_72	Pfam	protein_match	25	309	1.3E-57	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_72 25 309;Ontology_term="GO:0004553","GO:0005975";ID=match$9832_25_309;signature_desc=Glycosyl hydrolases family 43;Name=PF04616;status=T;Dbxref="InterPro:IPR006710"
NODE_32_length_88662_cov_470.213076_72	Pfam	protein_match	332	452	2.0E-46	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_72 332 452;Ontology_term="GO:0030246";ID=match$9833_332_452;signature_desc=Carbohydrate binding module (family 6);Name=PF03422;status=T;Dbxref="InterPro:IPR005084"
NODE_32_length_88662_cov_470.213076_72	CDD	protein_match	35	311	1.61578E-142	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_72 35 311;ID=match$9834_35_311;signature_desc=GH43_AXH_like;Name=cd08990;status=T
NODE_32_length_88662_cov_470.213076_72	CDD	protein_match	330	451	6.77593E-66	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_72 330 451;ID=match$9835_330_451;signature_desc=CBM6_xylanase-like;Name=cd04084;status=T
NODE_32_length_88662_cov_470.213076_72	Pfam	protein_match	470	490	2.8E-6	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_72 470 490;Ontology_term="GO:0000272","GO:0004553";ID=match$9836_470_490;signature_desc=Dockerin type I repeat;Name=PF00404;status=T;Dbxref="InterPro:IPR002105"
NODE_32_length_88662_cov_470.213076_72	Pfam	protein_match	504	524	2.2E-7	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_72 504 524;Ontology_term="GO:0000272","GO:0004553";ID=match$9836_504_524;signature_desc=Dockerin type I repeat;Name=PF00404;status=T;Dbxref="InterPro:IPR002105"
NODE_32_length_88662_cov_470.213076_72	CDD	protein_match	468	524	5.75765E-21	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_72 468 524;ID=match$9837_468_524;signature_desc=Dockerin_I;Name=cd14256;status=T
##sequence-region NODE_32_length_88662_cov_470.213076_64 1 415
NODE_32_length_88662_cov_470.213076_64	.	polypeptide	1	415	.	+	.	ID=NODE_32_length_88662_cov_470.213076_64;md5=e9d86f70cb5321ed151d282749131b87
NODE_32_length_88662_cov_470.213076_64	Pfam	protein_match	246	405	3.5E-53	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_64 246 405;ID=match$10416_246_405;signature_desc=Diguanylate cyclase, GGDEF domain;Name=PF00990;status=T;Dbxref="InterPro:IPR000160"
NODE_32_length_88662_cov_470.213076_64	TIGRFAM	protein_match	243	407	2.8E-56	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_64 243 407;ID=match$10417_243_407;signature_desc=GGDEF: diguanylate cyclase (GGDEF) domain;Name=TIGR00254;status=T;Dbxref="InterPro:IPR000160"
NODE_32_length_88662_cov_470.213076_64	CDD	protein_match	247	407	2.08348E-71	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_64 247 407;ID=match$10418_247_407;signature_desc=GGDEF;Name=cd01949;status=T;Dbxref="InterPro:IPR000160"
##sequence-region NODE_32_length_88662_cov_470.213076_33 1 286
NODE_32_length_88662_cov_470.213076_33	.	polypeptide	1	286	.	+	.	ID=NODE_32_length_88662_cov_470.213076_33;md5=02291df603386f27ee11878abff04c4c
NODE_32_length_88662_cov_470.213076_33	Pfam	protein_match	57	278	5.3E-70	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_33 57 278;ID=match$11294_57_278;signature_desc=Carbohydrate-binding domain-containing protein Cthe_2159;Name=PF14262;status=T;Dbxref="InterPro:IPR025584"
##sequence-region NODE_32_length_88662_cov_470.213076_1 1 134
NODE_32_length_88662_cov_470.213076_1	.	polypeptide	1	134	.	+	.	ID=NODE_32_length_88662_cov_470.213076_1;md5=371d3019043d14d1b5cfa6049a8961b3
NODE_32_length_88662_cov_470.213076_1	Pfam	protein_match	11	116	3.3E-30	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_1 11 116;ID=match$11635_11_116;signature_desc=23S rRNA-intervening sequence protein;Name=PF05635;status=T;Dbxref="InterPro:IPR012657"
NODE_32_length_88662_cov_470.213076_1	CDD	protein_match	14	119	3.37653E-36	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_1 14 119;ID=match$11636_14_119;signature_desc=23S_rRNA_IVP_like;Name=cd16377;status=T;Dbxref="InterPro:IPR012657"
NODE_32_length_88662_cov_470.213076_1	TIGRFAM	protein_match	15	122	3.4E-30	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_1 15 122;ID=match$11637_15_122;signature_desc=TIGR02436: four helix bundle protein;Name=TIGR02436;status=T;Dbxref="InterPro:IPR012657"
##sequence-region NODE_32_length_88662_cov_470.213076_50 1 650
NODE_32_length_88662_cov_470.213076_50	.	polypeptide	1	650	.	+	.	ID=NODE_32_length_88662_cov_470.213076_50;md5=bf2a0a7a1255df5fbfdc25792117a576
NODE_32_length_88662_cov_470.213076_50	Pfam	protein_match	283	355	6.1E-33	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_50 283 355;Ontology_term="GO:0003723","GO:0006353";ID=match$11993_283_355;signature_desc=Rho termination factor, RNA-binding domain;Name=PF07497;status=T;Dbxref="InterPro:IPR011113"
NODE_32_length_88662_cov_470.213076_50	CDD	protein_match	383	630	1.8489E-165	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_50 383 630;ID=match$11994_383_630;signature_desc=rho_factor;Name=cd01128;status=T
NODE_32_length_88662_cov_470.213076_50	Pfam	protein_match	6	40	2.4E-9	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_50 6 40;Ontology_term="GO:0006353";ID=match$11995_6_40;signature_desc=Rho termination factor, N-terminal domain;Name=PF07498;status=T;Dbxref="InterPro:IPR011112"
NODE_32_length_88662_cov_470.213076_50	Pfam	protein_match	386	590	8.5E-21	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_50 386 590;Ontology_term="GO:0005524";ID=match$11996_386_590;signature_desc=ATP synthase alpha/beta family, nucleotide-binding domain;Name=PF00006;status=T;Dbxref="InterPro:IPR000194","KEGG:00190+3.6.3.14","KEGG:00195+3.6.3.14","MetaCyc:PWY-7219"
NODE_32_length_88662_cov_470.213076_50	Hamap	protein_match	282	646	203.987	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_50 282 646;Ontology_term="GO:0003723","GO:0005524","GO:0006353","GO:0008186";ID=match$11997_282_646;signature_desc=Transcription termination factor Rho [rho].;Name=MF_01884;status=T;Dbxref="InterPro:IPR004665"
NODE_32_length_88662_cov_470.213076_50	TIGRFAM	protein_match	5	644	5.5E-194	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_50 5 644;Ontology_term="GO:0003723","GO:0005524","GO:0006353","GO:0008186";ID=match$11998_5_644;signature_desc=rho: transcription termination factor Rho;Name=TIGR00767;status=T;Dbxref="InterPro:IPR004665"
NODE_32_length_88662_cov_470.213076_50	CDD	protein_match	283	348	7.94507E-31	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_50 283 348;Ontology_term="GO:0003723","GO:0006353";ID=match$11999_283_348;signature_desc=Rho_CSD;Name=cd04459;status=T;Dbxref="InterPro:IPR011113"
##sequence-region NODE_32_length_88662_cov_470.213076_29 1 272
NODE_32_length_88662_cov_470.213076_29	.	polypeptide	1	272	.	+	.	ID=NODE_32_length_88662_cov_470.213076_29;md5=8de3e0d616c9899a4035d2f0231234f8
NODE_32_length_88662_cov_470.213076_29	CDD	protein_match	84	177	6.10421E-11	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_29 84 177;ID=match$12163_84_177;signature_desc=AdoMet_MTases;Name=cd02440;status=T
NODE_32_length_88662_cov_470.213076_29	Pfam	protein_match	66	223	5.6E-21	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_29 66 223;ID=match$12164_66_223;signature_desc=Methyltransferase domain;Name=PF13489;status=T
##sequence-region NODE_32_length_88662_cov_470.213076_23 1 660
NODE_32_length_88662_cov_470.213076_23	.	polypeptide	1	660	.	+	.	ID=NODE_32_length_88662_cov_470.213076_23;md5=43bd7bfb4217f8e9469bdf1e50bfa683
NODE_32_length_88662_cov_470.213076_23	CDD	protein_match	588	646	3.2766E-16	+	.	date=03-11-2019;Target=NODE_32_length_88662_cov_470.213076_23 588 646;ID=match$12865_588_646;signature_desc=Dockerin_I;Name=cd14256;status=T
